program_id,school_name,city,state,program_url,url_status,search_attempts,url_confidence,fact_sheet_url,search_query_used,scrape_notes,estimated_year,validation_status,rejection_reason,total_program_cost,data_year,tuition_per_year,fees_per_year,rediscovery_status,apta_program_url,outcomes_url,extracted_from_url,graduation_rate_pct,board_pass_rate_pct,employment_rate_pct,apta_landing_confirmed,program_length_months,extraction_notes,cost_basis,cost_components,tuition_instate,tuition_is_oos,cost_source_url
108,South College - Atlanta,,Georgia,https://www.south.edu/programs/doctor-physical-therapy-atlanta/,url_found,3,high,https://www.south.edu/wp-content/uploads/2024/08/2023-dpt-student-financial-fact-sheet32_a11y.pdf,South College - Atlanta DPT financial fact sheet,,2024,confirmed_landing,"Page is the program overview/landing page for South College - Atlanta DPT program, but does not contain the specific financial or outcome data requested. While it mentions 'Tuition and Fees' and 'View Tuition' links, the actual tuition amounts, fees per year, total program cost, graduation rate, board pass rate, and employment rate are not displayed on this page. The page also references 'Financial Fact Sheet' and 'Program Outcomes' as separate sections, indicating the data exists on linked sub-pages rather than this main page.",108553,2025,47900,,,https://www.south.edu/programs/doctor-physical-therapy-atlanta/,www.n/a.com,,,,,,24,len:-student-financial-fact-sheet32_a11y.pdf,total,"Year 1: $53,271; Year 2: $51,320",,,https://www.south.edu/wp-content/uploads/2024/08/2023-dpt-student-financial-fact-sheet32_a11y.pdf
103,University of North Georgia,,Georgia,https://ung.edu/physical-therapy,url_found,3,high,,University of North Georgia DPT financial fact sheet,,2023,confirmed_landing,"This is a general overview/landing page for the UNG DPT program with information about clinical instructors, faculty, and program overview, but it does not contain any financial data (tuition, fees, total cost) or outcome metrics (graduation rate, board pass rate, employment rate).",120356,2025-2026,39705,,,https://ung.edu/physical-therapy,https://ung.edu/degrees/graduate/physical-therapy-dpt.php,,,,,,33,len+cost:/physical-therapy+cost:subfiles/2025-2026-financial-fact-sheet.pdf|len:subfiles/2025-2026-financial-fact-sheet.,,,,,https://ung.edu/physical-therapy/_uploads/files/2025-2026-financial-fact-sheet.pdf
109,Hawaii Pacific University,,Hawaii,https://www.hpu.edu/gchs/dpt/info.html,url_found,3,high,https://www.hpu.edu/gchs/dpt/las-vegas/dpt-lv-financial-fact-sheet.pdf,Hawaii Pacific University DPT financial fact sheet,,,valid,,145976,2025,59586,475,,https://www.hpu.edu/gchs/dpt/info.html,https://www.hpu.edu/gchs/dpt/info.html,,,,,,24,len:as-vegas/dpt-lv-financial-fact-sheet.pdf|Private institution; 2-year program; Class of 2027 total used,total,"Class of 2027: $59,586 + $475 + $14,064 (Yr1) + $59,586 + $375 + $11,890 (Yr2)",,,https://www.hpu.edu/gchs/dpt/las-vegas/dpt-lv-financial-fact-sheet.pdf
110,Idaho State University,,Idaho,https://www.isu.edu/pt/,url_found,3,high,https://www.isu.edu/media/libraries/physical-therapy/Financial-fact-sheet-2025_2026-Final.pdf,Idaho State University DPT financial fact sheet,,2025,valid,,152412,2025-2026,40154,10212,,https://www.isu.edu/pt/,https://www.isu.edu/pt/about/accreditation-and-licensing/,,,,,,32,"len:Financial-fact-sheet-2025_2026-Final.pdf|Out-of-state total; in-state option $63,416",total,Year 1-3 OOS: tuition+fees+prog costs,13954,yes,https://www.isu.edu/media/libraries/physical-therapy/Financial-fact-sheet-2025_2026-Final.pdf
115,Bradley University,,Illinois,https://www.bradley.edu/academics/programs/doctor-of-physical-therapy/,url_found,3,high,https://www.bradley.edu/wp-content/uploads/2024-dpt-student-financial-fact-sheet-Final.pdf,Bradley University DPT financial fact sheet,,2024,valid,,81000,2025-2028,27000,0,,https://www.bradley.edu/academics/programs/doctor-of-physical-therapy/,https://www.bradley.edu/academics/programs/doctor-of-physical-therapy/,https://www.bradley.edu/academics/programs/doctor-of-physical-therapy/,100.0,98.15,98.15,True,36,len:mics/programs/doctor-of-physical-therapy,total,81000 for 3 years,,,https://www.bradley.edu/academics/programs/doctor-of-physical-therapy/
117,Governors State University,,Illinois,https://www.govst.edu/DPT/,url_found,3,high,,Governors State University DPT financial fact sheet,,2025,valid,,,2024-2025,,,,https://www.govst.edu/DPT/,https://www.govst.edu/Academics/Colleges_and_Programs/College_of_Health_and_Human_Services/Departments/Department_of_Physical_Therapy/Doctor_of_Physical_Therapy/Doctor_of_Physical_Therapy_Student_Outcomes/,,,,,,32,len+cost:/DPT+cost:sub025-dpt-student-financial-fact-sheet.pdf|len:sub025-dpt-student-financial-fact-sheet.pdf|No cost d,,,,,https://www.govst.edu/uploadedFiles/Academics/Colleges_and_Programs/CHHS/Departments/Physical_Therapy/RN_to_BN_Completion/2025-dpt-student-financial-fact-sheet.pdf
116,Midwestern University - IL,,Illinois,https://www.midwestern.edu/academics/degrees-programs/college-health-sciences/doctor-physical-therapy- program/physical-therapy-downers-grove,url_found,3,high,https://www.midwestern.edu/documents/dpt-il-student-financial-fact-sheet,Midwestern University - IL DPT financial fact sheet,,,valid,,159943,2025,50975,1063,,https://www.midwestern.edu/academics/degrees-programs/college-health-sciences/doctor-physical-therapy- program/physical-therapy-downers-grove,https://www.midwestern.edu/academics/degrees-programs/college-health-sciences/doctor-physical-therapy- program/physical-therapy-downers-grove,,,,,,31,len:ents/dpt-il-student-financial-fact-sheet,total,Year1:$54498+Year2:$53228+Year3:$52217,,,https://www.midwestern.edu/documents/dpt-il-student-financial-fact-sheet
118,North Central College,,Illinois,https://www.northcentralcollege.edu/program/doctor-physical-therapy,url_found,3,high,https://www.northcentralcollege.edu/sites/default/files/documents/2024-11/2024-dpt-student-financial-fact-sheet.pdf,North Central College DPT financial fact sheet,,2024,valid,,109035,2025,35483,63,,https://www.northcentralcollege.edu/program/doctor-physical-therapy,https://www.northcentralcollege.edu/program/doctor-physical-therapy,,,,,True,28,len:024-dpt-student-financial-fact-sheet.pdf,total,Year1:$20295+Year2:$44845+Year3:$43895,,,https://www.northcentralcollege.edu/sites/default/files/documents/2024-11/2024-dpt-student-financial-fact-sheet.pdf
111,Northern Illinois University,,Illinois,https://www.chhs.niu.edu/ahcd/programs/physical-therapy/dpt/index.shtml,url_found,3,high,https://www.chhs.niu.edu/ahcd/_pdf/dpt-student-financial-fact-sheet.docx,Northern Illinois University DPT financial fact sheet,,,confirmed_landing,"This is the correct school's DPT program landing page, but it does not contain the specific financial or outcome data requested. While it mentions 'high employment, licensure and graduation rates' and references a 'DPT Student Financial Fact Sheet (DOCX)', the actual data values are not present on this page. The sheet appears to be a downloadable document link rather than embedded content.",132840,2024-2025,44280,,,https://www.chhs.niu.edu/ahcd/programs/physical-therapy/dpt/index.shtml,https://www.chhs.niu.edu/ahcd/about/student-outcomes.shtml,,,,,,36,len:df/dpt-student-financial-fact-sheet.docx,per_year,60000/yr x 3yr,,,https://www.chhs.niu.edu/ahcd/_pdf/dpt-student-financial-fact-sheet.docx
112,Northwestern University,,Illinois,https://www.feinberg.northwestern.edu/sites/pthms/,url_found,3,high,https://www.feinberg.northwestern.edu/sites/pthms/education/dpt/admissions/2025-student-financial-fact-sheet.pdf,Northwestern University DPT financial fact sheet,,2025,valid,,173837,2024-2025,56367,7056,,https://www.feinberg.northwestern.edu/sites/pthms/,https://www.feinberg.northwestern.edu/sites/pthms/education/dpt/class-profile-outcomes.html,,,,,,30,len:ns/2025-student-financial-fact-sheet.pdf,total,Year1:65374+Year2:63894+Year3:44569,,,https://www.feinberg.northwestern.edu/sites/pthms/education/dpt/admissions/2025-student-financial-fact-sheet.pdf
113,Rosalind Franklin University of Medicine and Science,,Illinois,https://www.rosalindfranklin.edu/academics/college-of-health-professions/degree-programs/doctor-of-physical-therapy-dpt/,url_found,3,high,https://rfums-bigtree.s3.amazonaws.com/files/resources/dpt-student-financial-fact-sheet.pdf,Rosalind Franklin University of Medicine and Science DPT financial fact sheet,,,valid,,115753,2025-2026,47076,6576,,https://www.rosalindfranklin.edu/academics/college-of-health-professions/degree-programs/doctor-of-physical-therapy-dpt/,https://www.rosalindfranklin.edu/academics/college-of-health-professions/degree-programs/doctor-of-physical-therapy-dpt/program-overview/,,,,,,29,len:-programs/doctor-of-physical-therapy-dpt+cost:subl-services/tuition-fees/physical-therapy|len:subl-services/tuition-,total,"Yr1: $53,782 + Yr2: $51,869 + Yr3: $27,495",,,https://www.rosalindfranklin.edu/admission-aid/financial-services/tuition-fees/physical-therapy/
114,University of Illinois at Chicago,,Illinois,https://ahs.uic.edu/physical-therapy/admissions-and-programs/doctor-of-physical-therapy/,url_found,3,high,https://rehab-sciences.uiw.edu/_docs/2022-2023-capte-financial-fact-sheet.pdf,University of Illinois at Chicago DPT financial fact sheet,,2022,valid,,,2022-2023,,,,https://ahs.uic.edu/physical-therapy/admissions-and-programs/doctor-of-physical-therapy/,https://ahs.uic.edu/physical-therapy/admissions-and-programs/doctor-of-physical-therapy/,https://ahs.uic.edu/physical-therapy/admissions-and-programs/doctor-of-physical-therapy/,100.0,97.3,100.0,True,33,len:sub/applying/tuition-and-aid,,,,,https://ahs.uic.edu/physical-therapy/admissions-and-programs/doctor-of-physical-therapy/
124,Hanover College,,Indiana,https://dptprogram.hanover.edu/,url_found,3,high,https://dptprogram.hanover.edu/wp-content/uploads/2023/11/Hanover-DPT-Financial-Fact-Sheet-AY23_24.pdf,Hanover College DPT financial fact sheet,,2023,valid,,106174,2024-2025,48000,47000,,https://dptprogram.hanover.edu/,https://dptprogram.hanover.edu/academics/,,,,,True,24,len:ver-DPT-Financial-Fact-Sheet-AY23_24.pdf,per_year,"$52,087/yr x 2.0yr",,,https://dptprogram.hanover.edu/wp-content/uploads/2023/11/Hanover-DPT-Financial-Fact-Sheet-AY23_24.pdf
123,Indiana State University,,Indiana,https://indianastate.edu/academics/colleges/health-human-services/amr/dpt,url_found,3,high,https://clarke.edu/wp-content/uploads/2025/12/Clarke-University-2024-2025-DPT-Student-Financial-Fact-Sheet-1-1.pdf,Indiana State University DPT financial fact sheet,,2025,valid,,112842,2025-2026,37240,,,https://indianastate.edu/academics/colleges/health-human-services/amr/dpt,https://indianastate.edu/academics/colleges/health-human-services/amr/dpt,https://indianastate.edu/academics/colleges/health-human-services/amr/dpt,93.0,,100.0,,,len+cost:s/colleges/health-human-services/amr/dpt+cost:sub/media/3139/download|len:sub/media/3139/download|No cost or du,,,,,https://indianastate.edu/media/3139/download?inline
119,Indiana University,,Indiana,https://shhs.indianapolis.iu.edu/academics/physical-therapy/doctor-physical-therapy/index.html,url_found,3,high,,Indiana University DPT financial fact sheet,,2026,confirmed_landing,"Page is a DPT program overview/landing page for Indiana University but does not contain financial data (tuition, fees, total program cost). While it mentions outcome metrics (99.1% board pass rate, 99% job placement), it does not display the actual tuition or fees. The page includes a link to 'Calculate program costs' but the actual cost data is not on this page.",119321,2024-2025,32618,,,https://shhs.indianapolis.iu.edu/academics/physical-therapy/doctor-physical-therapy/index.html,https://shhs.indianapolis.iu.edu/academics/physical-therapy/doctor-physical-therapy/student-outcomes.html,,,99.1,99.0,,36,len+cost:erapy/doctor-physical-therapy/index.html+cost:sub/admissions/financial-aid/mpas.html|len:sub/admissions/financi,,,,,https://shhs.indianapolis.iu.edu/admissions/financial-aid/mpas.html
125,Indiana Wesleyan University,,Indiana,https://www.indwes.edu/program/doctor-of-physical-therapy/,url_found,3,high,https://indianastate.edu/sites/default/files/2026-01/2025-dpt-student-financial-fact-sheet.pdf,Indiana Wesleyan University DPT financial fact sheet,,2026,valid,,106362,2024-2025,33864,240,,https://www.indwes.edu/program/doctor-of-physical-therapy/,https://www.indwes.edu/program/doctor-of-physical-therapy/,https://www.indwes.edu/program/doctor-of-physical-therapy/,87.8,64.9,100.0,,33,len:/program/doctor-of-physical-therapy,total,"tuition+fees+expenses: Y1 $36,264 + Y2 $35,119 + Y3 $34,979",,,https://www.indwes.edu/program/doctor-of-physical-therapy/
122,Trine University,,Indiana,,url_found,3,high,https://www.trine.edu/academics/majors-degrees/graduate/doctor-physical-therapy/2025-dpt-student-financial-fact-sheet.pdf,Trine University DPT financial fact sheet,,2025,valid,,117984,2025,42705,1425,,,,,,,,,33,len:025-dpt-student-financial-fact-sheet.pdf,total,Y1:$45095 + Y2:$44194 + Y3:$28695,,,https://www.trine.edu/academics/majors-degrees/graduate/doctor-physical-therapy/2025-dpt-student-financial-fact-sheet.pdf
120,University of Evansville,,Indiana,https://www.evansville.edu/majors/physicaltherapy/,url_found,3,high,https://www.evansville.edu/majors/physicaltherapy/downloads/dpt/dpt-financial-fact-sheet-2025.pdf,University of Evansville DPT financial fact sheet,,2025,valid,,129864,2025,41405,1471,,https://www.evansville.edu/majors/physicaltherapy/,https://www.evansville.edu/majors/physicaltherapy/,,,,,,36,len:ds/dpt/dpt-financial-fact-sheet-2025.pdf,total,40500+41715+42966 tuition + 1471x3 fees + 90x3 other,,,https://www.evansville.edu/majors/physicaltherapy/downloads/dpt/dpt-financial-fact-sheet-2025.pdf
121,University of Indianapolis,,Indiana,http://uindy.edu/health-sciences/pt/dpt,url_found,3,high,https://uindy.edu/health-sciences/pt/files/dpt-student-financial-fact-sheet.pdf,University of Indianapolis DPT financial fact sheet,,,valid,,127294,2025-2026,43310,1560,,http://uindy.edu/health-sciences/pt/dpt,http://uindy.edu/health-sciences/pt/accreditation,,,,,,32,len:les/dpt-student-financial-fact-sheet.pdf,per_year,45689+45484+36121,,,https://uindy.edu/health-sciences/pt/files/dpt-student-financial-fact-sheet.pdf
131,Allen College,,Iowa,https://www.allencollege.edu/doctor-of-physical-therapy.aspx,url_found,3,high,https://www.allencollege.edu/filesimages/PagePDFs/Fin%20Aid/DPT%20Financial%20Fact%20Sheet.pdf,Allen College DPT financial fact sheet,,,valid,,117731,2026-2027,31358,,,https://www.allencollege.edu/doctor-of-physical-therapy.aspx,https://www.allencollege.edu/our-programs/school-of-health-sciences/doctor-of-physical-therapy,,,,,,36,len:20Aid/DPT%20Financial%20Fact%20Sheet.pdf,total,Year1-4 tuition+fees+expenses,,no,https://www.allencollege.edu/filesimages/PagePDFs/Fin%20Aid/DPT%20Financial%20Fact%20Sheet.pdf
130,Briar Cliff University,,Iowa,https://www.briarcliff.edu/current-chargers/academics/doctor-of-physical-therapy,url_found,3,high,https://www.briarcliff.edu/filesimages/Current%20Chargers/Academics/Graduate%20Programs/Doctor%20of%20Physical%20Therapy/2025-dpt-student-financial-fact-sheet.pdf,Briar Cliff University DPT financial fact sheet,,2025,valid,,104030,2025,33000,0,,https://www.briarcliff.edu/current-chargers/academics/doctor-of-physical-therapy,https://www.briarcliff.edu/current-chargers/academics/doctor-of-physical-therapy,,,,,,30,len:025-dpt-student-financial-fact-sheet.pdf,total,"$33k/yr x 3yr + $5,030 other",,,https://www.briarcliff.edu/filesimages/Current%20Chargers/Academics/Graduate%20Programs/Doctor%20of%20Physical%20Therapy/2025-dpt-student-financial-fact-sheet.pdf
129,Clarke University,,Iowa,https://www.clarke.edu/academics/doctor-of-physical-therapy/,url_found,3,high,https://clarke.edu/wp-content/uploads/2025/12/Clarke-University-2024-2025-DPT-Student-Financial-Fact-Sheet-1-1.pdf,Clarke University DPT financial fact sheet,,2025,valid,,109940,2024-2025,37247,,,https://www.clarke.edu/academics/doctor-of-physical-therapy/,https://www.clarke.edu/academics/doctor-of-physical-therapy/doctor-physical-therapy-mission-outcomes/,,,,,,36,len:DPT-Student-Financial-Fact-Sheet-1-1.pdf,per_year,39480+37260+33200/3yr+2250other,,,https://clarke.edu/wp-content/uploads/2025/12/Clarke-University-2024-2025-DPT-Student-Financial-Fact-Sheet-1-1.pdf
127,Des Moines University - Osteopathic Medical Center,,Iowa,http://www.dmu.edu/pt/,url_found,3,high,https://andersonuniversity.edu/wp-content/uploads/2018/09/2021-2022-DPT-student-financial-fact-sheet.pdf,Des Moines University - Osteopathic Medical Center DPT financial fact sheet,,2018,fetch_failed,no_url,,2021-2022,,,,http://www.dmu.edu/pt/,https://www.dmu.edu/pt/program-outcomes/,,,,,,,cost+len:fact_sheet_stale,,,,,
128,St Ambrose University,,Iowa,www.sau.edu/pt,url_found,3,high,,St Ambrose University DPT financial fact sheet,,,fetch_failed,no_url,,,,,,www.sau.edu/pt,www.sau.edu/pt,,,,,,,"AUDIT_CLEARED: St Ambrose: residency/fellowship fact sheet, not DPT; malformed APTA URL",,,,,
126,University of lowa,,Iowa,pt.medicine.uiowa.edu,url_found,3,high,,University of lowa DPT financial fact sheet,,2023,fetch_failed,no_url,,,,,,pt.medicine.uiowa.edu,pt.medicine.uiowa.edu/education/doctor-physical-therapy-program,,,,,,36,"AUDIT_CLEARED: fact_sheet is UNLV, not U Iowa",,,,,
132,University of Kansas Medical Center,,Kansas,https://www.kumc.edu/school-of-health-professions/academics/departments/physical-therapy-rehabilitation-science-and-athletic-training/academics/doctor-of-physical-therapy.htmlademics/doctor-of-physical-therapy.html?=redirect,url_found,3,high,https://assets-002.noviams.com/novi-file-uploads/apta-aoe/Resources/DPT_and_PTA_Financial_Fact_Sheets_42320-6d3ec8e3.pdf,University of Kansas Medical Center DPT financial fact sheet,,,confirmed_landing,"This is a landing/overview page for the University of Kansas Medical Center DPT program. While it mentions '>98% Graduation rate, ultimate exam pass rate and employment rate' in a summary statement, it does not provide specific numerical values for these metrics or any financial data (tuition, fees, total program cost). The page references a 'Costs & Financial Aid' link but does not contain the actual financial information. Specific outcome data and financial details are on linked sub-pages, not on this page itself.",137843,,45948,,,https://www.kumc.edu/school-of-health-professions/academics/departments/physical-therapy-rehabilitation-science-and-athletic-training/academics/doctor-of-physical-therapy.htmlademics/doctor-of-physical-therapy.html?=redirect,https://www.kumc.edu/school-of-health-professions/academics/departments/physical-therapy-rehabilitation-science-and-athletic-training/academics/doctor-of-physical-therapy/accreditation-and-outcomes.html,,,,,,36,cost+len:apta_direct+cost:subpus-pathway/costs-and-financial-aid.html|len:subpus-pathway/costs-and-financial-aid.html|Co,,,,,https://www.kumc.edu/school-of-health-professions/academics/departments/physical-therapy-rehabilitation-science-and-athletic-training/academics/doctor-of-physical-therapy-on-campus-pathway/costs-and-financial-aid.html
134,University of Saint Mary,,Kansas,http://www.stmary.edu/dpt,url_found,3,high,,University of Saint Mary DPT financial fact sheet,,2022,valid,,,,,,,http://www.stmary.edu/dpt,http://www.stmary.edu/dptoutcomes,,,,,,29,len:sub/dpt/dptcostandaid.html,,,,,http://www.stmary.edu/dpt
133,Wichita State University,,Kansas,https://www.wichita.edu/pt,url_found,3,high,,Wichita State University DPT financial fact sheet,,2024,confirmed_landing,"This is the correct school's DPT program landing/overview page, but it does not contain specific financial data (tuition, fees, total cost) or quantifiable outcome data (graduation rate, board pass rate, employment rate). While it mentions 'robust graduate outcomes' and that pass rates 'consistently meet or exceed national averages,' no actual percentages or dollar amounts are provided. The data appears to be on linked sub-pages (Admissions, program details, etc.) rather than on this page itself.",,,,,,https://www.wichita.edu/pt,https://www.wichita.edu/academics/health_professions/pt/aboutpt.php,,,,,,30,len:subrvices/registrar/schedule_of_courses.php,,,,,https://www.wichita.edu/pt
136,Bellarmine University,,Kentucky,https://www.bellarmine.edu/health-professions/graduate/doctor-of-physical-therapy/,url_found,3,high,https://www.bellarmine.edu/docs/default-source/default-document-library/residency-and-fellowship-financial-fact-sheet-10-3065682d97fcf16c298b1dff00007f963e.pdf?sfvrsn=5c994180_0,Bellarmine University DPT financial fact sheet,,,confirmed_landing,"This is the correct school's DPT program landing page, but it contains no financial or outcome data. The page mentions 'Financial Fact Sheet' and 'Tuition and Fees' in the navigation menu as separate links, indicating that the actual data is on linked sub-pages, not on this page itself.",134235,2022-2023,44000,,,https://www.bellarmine.edu/health-professions/graduate/doctor-of-physical-therapy/,https://www.bellarmine.edu/health-professions/graduate/doctor-of-physical-therapy/outcomes/,,,,,,36,cost+len:apta_direct+cost:subocs/dpt-student-financial-fact-sheet.pdf|len:subial-aid-and-tuition/public-price-promise|No,,,,,https://www.bellarmine.edu/docs/default-source/pt-docs/dpt-student-financial-fact-sheet.pdf?sfvrsn=c56e4180_2
135,University of Kentucky,,Kentucky,,url_found,3,high,https://chs.uky.edu/sites/default/files/2024-08/2023-2024-dpt-student-financial-fact-sheet.pdf,University of Kentucky DPT financial fact sheet,,2024,valid,,72897,2023-2024,47595,1574,,,,,,,,,36,cost+len:fact_sheet_stale,per_year,"OOS: $47,595/yr + fees $1,574/yr + other $500/yr",22225,yes,https://chs.uky.edu/sites/default/files/2024-08/2023-2024-dpt-student-financial-fact-sheet.pdf
138,University of the Cumberlands,,Kentucky,https://www.ucumberlands.edu/academics/graduate/doctor-physical-therapy-dpt,url_found,3,high,https://acapt.org/docs/default-source/default-document-library/doctor-of-physical-therapy-program-financial-fact-sheet-2020-2021.pdf?sfvrsn=46538fd8_2,University of the Cumberlands DPT financial fact sheet,,2020,confirmed_landing,"Page contains program overview and admission information but lacks financial details (tuition cost per year, total program cost, fees breakdown) and outcome metrics (graduation rate, board pass rate, employment rate). While cost per credit hour ($700/credit hour) and average salary ($97,720) are mentioned, specific tuition per year, fees per year, total program cost, and outcome rates are not provided.",80500,2020-2021,40250,,,https://www.ucumberlands.edu/academics/graduate/doctor-physical-therapy-dpt,https://www.ucumberlands.edu/academics/graduate/doctor-physical-therapy-dpt,,,,,,24,cost+len:apta_direct,per_credit,$700/cr x 115cr,,no,https://www.ucumberlands.edu/academics/graduate/doctor-physical-therapy-dpt
137,Western Kentucky University,,Kentucky,http://www.wku.edu/physicaltherapy/,url_found,3,high,https://www.wku.edu/physicaltherapy/2024-dpt-student-financial-fact-sheet.pdf,Western Kentucky University DPT financial fact sheet,,2024,valid,,80758,2025,38138,1538,,http://www.wku.edu/physicaltherapy/,https://www.wku.edu/physicaltherapy/cost_estimate.php,,,,,True,28,len:024-dpt-student-financial-fact-sheet.pdf,total,Year 1-3 in-state tuition + fees + expenses,,,https://www.wku.edu/physicaltherapy/2024-dpt-student-financial-fact-sheet.pdf
141,Franciscan Missionaries of Our Lady University,,Louisiana,https://franu.edu/academics/programs/dpt/index.html,url_found,3,high,,Franciscan Missionaries of Our Lady University DPT financial fact sheet,,,confirmed_landing,"This is the correct school and DPT program overview page, but financial data (tuition, fees, total program cost) is absent. The page does contain some outcome data: employment rate 100%, graduation rate goal >85%, and board pass rate 84.4% initial and 99% ultimate, but lacks the critical financial information needed for a complete fact sheet. The page mentions 'Admissions, Tuition and Financial Aid Information' as a section header but the actual tuition and fees details are not included in the provided content - they appear to be on a linked sub-page.",104766,2025-2026,39149,,,https://franu.edu/academics/programs/dpt/index.html,https://franu.edu/academics/academic-programs/physical-therapy,,,84.4,100.0,,32,len:/academics/programs/dpt/index.html,total,"$103,396.44 tuition + $1,369.20 fees",,no,https://franu.edu/academics/programs/dpt/index.html
140,Louisiana State Univ Health Sciences Center -  Shreveport,,Louisiana,https://shps.lsuhs.edu/academics/graduate-programs/doctor-physical-therapy,url_found,3,high,https://www.sbuniv.edu/_resources/documents/health-professions/dpt-financial-fact-sheet.pdf,Louisiana State Univ Health Sciences Center -  Shreveport DPT financial fact sheet,,,confirmed_landing,"This is the correct school's DPT program landing/overview page, but it does not contain the specific financial or outcome data requested. While the page mentions 'Financial Fact Sheet' as a section heading and includes job outlook information from BLS, it does not provide tuition per year, total program cost, fees per year, graduation rate, board pass rate, or employment rate specific to this DPT program. The page references links to 'Tuition & Fees' but the actual data is not present on this page.",104065,2025,32039,,,https://shps.lsuhs.edu/academics/graduate-programs/doctor-physical-therapy,https://shps.lsuhs.edu/academics/graduate-programs/doctor-physical-therapy/shreveport-residential-program,,,,,,36,len+cost:raduate-programs/doctor-physical-therapy+cost:sub-therapy/admissions/financial-fact-sheet|len:sub-therapy/admis,,,,,https://shps.lsuhs.edu/academics/graduate-programs/doctor-physical-therapy/admissions/financial-fact-sheet
139,Louisiana State Univ Health Sciences Center - New  Orleans,,Louisiana,http://alliedhealth.lsuhsc.edu/pt,url_found,3,high,https://alliedhealth.lsuhsc.edu/pt/docs/dptstudentfinancialfactsheet.pdf,Louisiana State Univ Health Sciences Center - New  Orleans DPT financial fact sheet,,,valid,,143437,2023-2024,37884,1250,,http://alliedhealth.lsuhsc.edu/pt,https://alliedhealth.lsuhsc.edu/pt/admissionrequirements.aspx,,,,,True,36,cost+len:apta_direct+cost:subpt/docs/dptstudentfinancialfactsheet.pdf|len:subpt/docs/dptstudentfinancialfactsheet.pdf|No,,,,,https://alliedhealth.lsuhsc.edu/pt/docs/dptstudentfinancialfactsheet.pdf
143,Husson University,,Maine,https://www.husson.edu/college-of-health-and-pharmacy/school-of-physical-therapy/,url_found,3,high,https://www.husson.edu/college-of-health/assets/2025-Husson-University_DPT_Financial_Fact_Sheet.pdf,Husson University DPT financial fact sheet,,2025,valid,,121225,2025,36720,5136,,https://www.husson.edu/college-of-health-and-pharmacy/school-of-physical-therapy/,https://www.husson.edu/college-of-health/school-of-physical-therapy/pt-job-placement?utm_medium=SEM&utm_source=Google&utm_campaign=physicaltherapygrad_search,,,,,,28,len:-University_DPT_Financial_Fact_Sheet.pdf,total,Year1:$36720+$5136+$836; Yr2:$36042+$5310+$737; Yr3:$30222+$5465+$737,,,https://www.husson.edu/college-of-health/assets/2025-Husson-University_DPT_Financial_Fact_Sheet.pdf
142,University of New England,,Maine,https://www.une.edu/wchp/pt,url_found,3,high,https://www.une.edu/sites/default/files/2025-10/2025-dpt-student-financial-fact-sheet.pdf,University of New England DPT financial fact sheet,,2025,valid,,195822,2025,62490,8614,,https://www.une.edu/wchp/pt,https://www.une.edu/wchp/pt,,,,,,34,len:025-dpt-student-financial-fact-sheet.pdf,total,"Year1:$74,854+Year2:$60,484+Year3:$60,484",,,https://www.une.edu/sites/default/files/2025-10/2025-dpt-student-financial-fact-sheet.pdf
144,University of Maryland - Baltimore,,Maryland,http://pt.umaryland.edu,url_found,3,high,,University of Maryland - Baltimore DPT financial fact sheet,,2022,confirmed_landing,"Page is a general department overview/landing page with no financial or outcome data. Tuition, fees, total program cost, graduation rate, board pass rate, and employment rate are not present on this page.",,,,,,http://pt.umaryland.edu,https://pt.umaryland.edu/Graduate-Outcomes/,,,,,,29,len:sub/about-us/visit-us,,,,,http://pt.umaryland.edu
145,University of Maryland - Eastern Shore,,Maryland,https://wwwcp.umes.edu/pt/,url_found,3,high,,University of Maryland - Eastern Shore DPT financial fact sheet,,2022,confirmed_landing,"Page is a landing/overview page for UMES DPT program. While it mentions tuition and outcomes, actual financial data and specific outcome percentages are not provided on this page - they reference linked documents ('Click here for Estimated Costs and Financial Fact Sheet' and 'Click here for student outcomes'). Specific data points like tuition amount, fees, total cost, graduation rate, and board pass rate percentages are absent from this page itself.",94568,2025-2026,24576,,,https://wwwcp.umes.edu/pt/,https://wwwcp.umes.edu/pt/student-achievements-outcomes/,,,,,,36,len+cost:/pt+cost:sub/pt/admissions/estimated-costs|len:sub/pt/admissions/estimated-costs|Cost data behind link; unable ,,,,,https://wwwcp.umes.edu/pt/admissions/estimated-costs/
41,American International College,,Massachusetts,https://www.aic.edu/school-of-health-sciences/program/physical-therapy/,url_found,3,high,https://acapt.org/docs/default-source/default-document-library/doctor-of-physical-therapy-program-financial-fact-sheet-2020-2021.pdf?sfvrsn=46538fd8_2,American International College DPT financial fact sheet,,2020,confirmed_landing,"Page is for the correct school and DPT program, but financial data (tuition, fees, total program cost) is not present on this page. The page references a 'Student Financial Fact Sheet' with a link, but the actual financial data is on a separate linked page, not on this page itself. Outcome data is partially present (90% graduation rate, 88.9%/96.2% board pass rates, 100% employment rate), but since the tuition/fees data requires clicking to another page, this does not qualify as containing the full financial fact sheet data.",,2020-2021,,,,https://www.aic.edu/school-of-health-sciences/program/physical-therapy/,http://www.aic.edu/academics/hs/physical_therapy,,,,,,36,len:sub/admissions/tuition-financial-aid,,,,,https://www.aic.edu/school-of-health-sciences/program/physical-therapy/
