program_id,school_name,city,state,degree_type,program_url,url_status,search_attempts,url_confidence,discovered_url,discovered_url_2,search_query_used,scrape_notes,estimated_year,validation_status,rejection_reason,graduation_rate_pct,cohort_size,nbcot_pass_rate_pct,data_year,employment_rate_pct
356,Middle Georgia State University,,Georgia,MOT,,url_found,3,medium,https://www.mga.edu/news/2024/04/master-science-occupational-therapy-earns-acote-accreditation.php,https://www.mga.edu/accreditation/specialized-accreditation.php,Middle Georgia State University MOT ACOTE outcomes data,,2024,valid,,,25,,,
357,Idaho State University,,Idaho,MOT,,url_found,3,medium,https://www.isu.edu/ota/program-outcomes/,https://rocky.edu/academics/academic-programs/occupational-therapy/program-outcomes/,Idaho State University Master of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page contains outcomes data for the Occupational Therapy Assistant (OTA) associate-level program, not the Master of Occupational Therapy (MOT) graduate program. The page explicitly states 'The associate-degree-level occupational therapy assistant program' and all data presented is for the OTA program.",,,,,
360,Chicago State University,,Illinois,MOT,,url_found,3,high,https://www.tnstate.edu/ot/documents/Graduation%20Outcomes%20SP2025%20on-time%20grads.pdf,https://www.csu.edu/catalogs/documents/Graduate_Catalog2022-2023.pdf,Chicago State University Master of Occupational Therapy program outcomes cohort graduation rate,,2025,rejected,"School mismatch: Page contains outcomes data for Tennessee State University (TSU) M.OT Program, not Chicago State University",,,,,
361,DePaul University,,Illinois,MOT,,url_found,3,high,https://catalog.depaul.edu/student-handbooks/graduate/university-information/program-learning-outcomes/program-learning-outcomes.pdf,https://catalog.depaul.edu/student-handbooks/graduate/university-information/program-learning-outcomes/,DePaul University Master of Occupational Therapy Publication of Program Outcomes,,,rejected,"This page is a general index of graduate program learning outcomes across DePaul University's various colleges and programs. It does not contain outcomes data (graduation rate, NBCOT pass rate, cohort size, employment rate) for the Master of Occupational Therapy program. The MOT program is not mentioned on this page, and no occupational therapy-specific outcome metrics are provided.",,,,,
362,Elmhurst University,,Illinois,MOT,,url_found,3,high,https://www.elmhurst.edu/wp-content/uploads/2025/07/MCSD-Student-Outcomes-Data-2025.pdf,https://www.elmhurst.edu/academics/departments/master-occupational-therapy/learning-outcomes/,Elmhurst University Master of Occupational Therapy Publication of Program Outcomes,,2025,rejected,"This page contains outcomes data for the Masters in Communication Sciences and Disorders program, not the Master of Occupational Therapy (MOT) program.",,,,,
363,Governors State University,,Illinois,MOT,,url_found,3,high,https://www.missouristate.edu/SHCP/OT/Graduate/learning_outcomes.htm,https://www.yumpu.com/en/document/view/22054893/master-of-occupational-therapy-program-governors-state-university,Governors State University Master of Occupational Therapy Publication of Program Outcomes,,,rejected,"The page contains only student learning outcomes and does not include any outcomes data (graduation rate, NBCOT pass rate, cohort size, or employment rate). Additionally, the URL and page header indicate this is from Missouri State University, not Governors State University as specified in the request.",,,,,
364,Lewis University,,Illinois,MOT,,url_found,3,high,https://www.lewisu.edu/academics/msoccuptherapy/outcomes.htm,https://catalog.lewisu.edu/graduate/nursing-health-sciences/rehabilitation/occupational-therapy-master-science/occupational-therapy-master-science.pdf,Lewis University Master of Occupational Therapy Publication of Program Outcomes,,,fetch_failed,error_ConnectionError,,,,,
358,"Midwestern University, Downers Grove",,Illinois,OTD,,url_found,3,medium,https://www.keiseruniversity.edu/wp-content/uploads/as-programs/AA-OTA-Outcomes.pdf,https://www.midwestern.edu/academics/degrees-programs/college-health-sciences/doctor-occupational-therapy-program/doctor-occupational-therapy-downers-grove-campus,"Midwestern University, Downers Grove Doctor of Occupational Therapy program outcomes cohort graduation rate",,,rejected,"This page contains outcomes data for Keiser University's OTA (Occupational Therapy Assistant) program, not Midwestern University's Doctor of Occupational Therapy (OTD) program. OTA is an associate-level program, not a graduate-level program, and this is from a different school entirely.",,,,,
365,North Central College,,Illinois,MOT,,url_found,3,high,https://www.northcentralcollege.edu/sites/default/files/documents/2025-12/Program%20Outcomes%20Data.pdf,https://www.keiseruniversity.edu/wp-content/uploads/as-programs/AA-OTA-Outcomes.pdf,North Central College Master of Occupational Therapy program outcomes cohort graduation rate,,2025,rejected,"This page contains outcomes data for NCC DPT (Doctor of Physical Therapy) program, not the Master of Occupational Therapy (MOT) program. The data references NPTE (National Physical Therapy Examination) pass rates, not NBCOT (National Board for Certification in Occupational Therapy) pass rates, and is for a physical therapy program rather than occupational therapy.",,,,,
359,Rush University,,Illinois,OTD,,url_found,3,high,https://www.keiseruniversity.edu/wp-content/uploads/as-programs/AA-OTA-Outcomes.pdf,https://www.rushu.rush.edu/sites/default/files/2024-05/otd-info-2025.pdf,Rush University Doctor of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page contains outcomes data for Keiser University's OTA (Occupational Therapy Assistant) program, not Rush University's Doctor of Occupational Therapy (OTD) program. OTA is an associate-level program and does not match the requested graduate-level OTD program.",,,,,
366,University of Illinois Chicago,,Illinois,MOT,,url_found,3,medium,https://financialaid.uic.edu/consumer-information/student-outcomes/,https://www.lewisu.edu/academics/msoccuptherapy/outcomes.htm,University of Illinois Chicago Master of Occupational Therapy program outcomes cohort graduation rate,,,fetch_failed,http_403,,,,,
367,Huntington University,,Indiana,OTD,,url_found,3,high,https://www.huntington.edu/graduate/occupational-therapy/otd-forms-information/accreditation,https://www.researchgate.net/publication/365443654_A_Snapshot_of_How_Entry-Level_Occupational_Therapy_Programs_Collect_and_Use_Doctoral_Capstone_Outcomes,Huntington University Doctor of Occupational Therapy Publication of Program Outcomes,,,valid,,90.0,105,,2023-2025,
371,Indiana State University,,Indiana,MOT,,url_found,3,high,https://indianastate.edu/sites/default/files/2024-06/DPT%20PROGRAM%20OUTCOMES%20for%20Website%20Nov%202023.pdf,https://www.usi.edu/health/occupational-therapy/master-of-science-in-occupational-therapy/msot-student-and-program-outcomes,Indiana State University Master of Occupational Therapy program outcomes cohort graduation rate,,2024,rejected,"This page contains outcomes data for a DPT (Doctor of Physical Therapy) program, not an occupational therapy program. The requested program is Master of Occupational Therapy (MOT).",,,,,
368,Indiana University,,Indiana,OTD,,url_found,3,high,https://shhs.indianapolis.iu.edu/academics/occupational-therapy/doctor-occupational-therapy/student-outcomes.html,https://www.usi.edu/health/occupational-therapy/otd-program-outcomes,Indiana University Doctor of Occupational Therapy Publication of Program Outcomes,,,valid,,96.0,114,99.0,2023-2025,
372,"Indiana University, South Bend",,Indiana,MOT,,url_found,3,high,https://shhs.indianapolis.iu.edu/academics/occupational-therapy/doctor-occupational-therapy/student-outcomes.html,https://ws.edu/_resources/pdfs/academics/health-programs/occupational/2025/OTA-Program-Outcomes-Spring-2025.pdf,"Indiana University, South Bend Master of Occupational Therapy Publication of Program Outcomes",,,rejected,"This page contains outcomes data for Indiana University Indianapolis's Doctor of Occupational Therapy (OTD) program, not Indiana University South Bend's Master of Occupational Therapy (MOT) program. The data is from a different IU campus and a different degree level (doctoral vs. master's).",,,,,
369,Indiana Wesleyan University,,Indiana,OTD,,url_found,3,high,https://shhs.indianapolis.iu.edu/academics/occupational-therapy/doctor-occupational-therapy/student-outcomes.html,https://www.usi.edu/health/occupational-therapy/otd-program-outcomes,Indiana Wesleyan University Doctor of Occupational Therapy Publication of Program Outcomes,,,rejected,"This page contains outcomes data for Indiana University Indianapolis (IU) Doctor of Occupational Therapy program, not Indiana Wesleyan University's OTD program. The school in the URL and page content is IU Indianapolis, not Indiana Wesleyan University.",,,,,
373,University of Indianapolis,,Indiana,MOT,,url_found,3,high,https://shhs.indianapolis.iu.edu/academics/occupational-therapy/doctor-occupational-therapy/student-outcomes.html,https://uindy.edu/financial-aid/student-outcomes,University of Indianapolis Master of Occupational Therapy Publication of Program Outcomes,,,rejected,"This page is for the Doctor of Occupational Therapy (OTD) program, not the Master of Occupational Therapy (MOT) program as specified in the query.",,,,,
370,University of Indianapolis,,Indiana,OTD,,url_found,3,high,https://shhs.indianapolis.iu.edu/academics/occupational-therapy/doctor-occupational-therapy/student-outcomes.html,https://uindy.edu/financial-aid/student-outcomes,University of Indianapolis Doctor of Occupational Therapy Publication of Program Outcomes,,,valid,,96.0,114,99.0,2023-2025,
374,University of Southern Indiana,,Indiana,MOT,,url_found,3,medium,https://www.usi.edu/health/occupational-therapy/master-of-science-in-occupational-therapy/msot-student-and-program-outcomes,https://www.usi.edu/health/occupational-therapy/otd-program-outcomes,University of Southern Indiana Master of Occupational Therapy Publication of Program Outcomes,,,valid,,99.0,88,,2023-2025,
377,Allen College,,Iowa,MOT,,url_found,3,high,https://www.allencollege.edu/filesimages/PagePDFs/OTD/OTD_Outcomes.pdf,https://www.allencollege.edu/filesimages/PagePDFs/MS%20in%20OT/Curriculum%20MS%20in%20OT.pdf,Allen College Master of Occupational Therapy Publication of Program Outcomes,,,rejected,"Page contains only program competency outcomes and learning goals, not quantitative performance data (graduation rate, NBCOT pass rate, cohort size, or employment rate).",,,,,
375,Drake University,,Iowa,OTD,,url_found,3,high,https://www.drake.edu/ot/occupationaltherapydoctorate/outcomes/,https://www.drake.edu/media/collegesschools/cphs/documents/OTD%20Mission%20and%20Outcomes.pdf,Drake University Doctor of Occupational Therapy Publication of Program Outcomes,,,valid,,,,,,
376,St. Ambrose University,,Iowa,OTD,,url_found,3,high,https://www.keiseruniversity.edu/wp-content/uploads/as-programs/AA-OTA-Outcomes.pdf,https://www.healthgrad.com/physical-health/top-picks-top-15-best-entry-level-ot-doctorate-programs/,St. Ambrose University Doctor of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page contains outcomes data for Keiser University's OTA (Occupational Therapy Assistant) program, not St. Ambrose University's Doctor of Occupational Therapy (OTD) program. OTA is an associate-level program and this is a different school entirely.",,,,,
378,University of Kansas Medical Center,,Kansas,OTD,,url_found,3,medium,https://www.kumc.edu/school-of-health-professions/academics/departments/physical-therapy-rehabilitation-science-and-athletic-training/academics/doctor-of-physical-therapy-on-campus-pathway/accreditation-and-outcomes.html,https://stmary.edu/ot/otdoutcomes.html,University of Kansas Medical Center Doctor of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page contains outcomes data for the Doctor of Physical Therapy (DPT) program, not the Doctor of Occupational Therapy (OTD) program. The requested program is OTD, but this page belongs to the Physical Therapy department.",,,,,
379,"University of Saint Mary, Leavenworth",,Kansas,OTD,,url_found,3,medium,https://www.csm.edu/academics/occupational-therapy-program-outcomes,https://stmary.edu/ot/otdoutcomes.html,"University of Saint Mary, Leavenworth Doctor of Occupational Therapy Publication of Program Outcomes",,,rejected,"The page is from College of Saint Mary (CSM) in Omaha, Nebraska, not University of Saint Mary in Leavenworth. While the page does contain outcomes data for an Occupational Therapy Doctorate program, it is from the wrong institution.",,,,,
382,Eastern Kentucky University,,Kentucky,MOT,,url_found,3,medium,https://www.eku.edu/wp-content/uploads/2024/12/Student-Admissions-Outcomes-and-Other-Data-2024.pdf,https://apps.legislature.ky.gov/AgencyReports/IJC/AR/U/EasternKentuckyUniversity/2023%20Healthcare%20Workforce%20Program%20Evaluation%20Report.pdf,Eastern Kentucky University MOT ACOTE outcomes data,,2024,rejected,"This document contains outcomes data for Eastern Kentucky University's doctoral psychology program (Psy.D.), not the Master of Occupational Therapy (MOT) program. The page includes psychology internship placement data, psychology licensure data, and psychology program costs, which are not relevant to an occupational therapy graduate program.",,,,,
380,Eastern Kentucky University,,Kentucky,OTD,,url_found,3,medium,https://www.eku.edu/wp-content/uploads/2024/12/Student-Admissions-Outcomes-and-Other-Data-2024.pdf,https://apps.legislature.ky.gov/AgencyReports/IJC/AR/U/EasternKentuckyUniversity/2023%20Healthcare%20Workforce%20Program%20Evaluation%20Report.pdf,Eastern Kentucky University OTD ACOTE outcomes data,,2024,rejected,"This document contains outcomes data for Eastern Kentucky University's Doctor of Psychology (Psy.D.) program, not the Doctor of Occupational Therapy (OTD) program. The page includes psychology-specific metrics such as APA/CPA accredited internships, licensure as psychologists, and APPIC member internships, which are not relevant to occupational therapy programs.",,,,,
383,"Murray State University, Paducah Regional Campus",,Kentucky,MOT,,url_found,3,high,https://www.murrayledger.com/community/murray-state-s-paducah-regional-campus-occupational-therapy-program-earns-five-year-accreditation/article_dd86f5e8-37d5-11ea-a8cf-6bad4a6396a1.html,https://www.murraystate.edu/academics/CollegesDepartments/CollegeOfEducationandHumanServices/coehsacademicunits/centerforcommunicationdisorders/GraduateStudentOutcomes.aspx,"Murray State University, Paducah Regional Campus Master of Occupational Therapy Publication of Program Outcomes",,,rejected,"This page is a news article about accreditation status and does not contain outcomes data (graduation rate, NBCOT pass rate, employment rate) for the program. It only mentions that the inaugural cohort was graduating in May 2020 and that there are two cohorts, but provides no specific outcomes metrics.",,,,,
381,Spalding University,,Kentucky,OTD,,url_found,3,high,https://spalding.edu/student-achievement-outcomes/,https://spalding.edu/wp-content/uploads/2019/07/OTD_Course_Descriptions.pdf,Spalding University Doctor of Occupational Therapy Publication of Program Outcomes,,,rejected,"The page is a general institutional student achievement outcomes page covering multiple programs (Athletic Training, Clinical Psychology, Education, Family Nurse Practitioner, Nursing, Occupational Therapy, Physical Therapy, Social Work). While it mentions Occupational Therapy in the list of programs with professional licensure exams, the specific outcomes data for the Doctor of Occupational Therapy program is not provided on this page excerpt. The page does not contain the specific graduation rate, NBCOT pass rate, cohort size, or employment rate data for the OTD program.",,,,,
384,Louisiana State University Health New Orleans,,Louisiana,MOT,,url_found_low_confidence,3,low,https://alliedhealth.lsuhsc.edu/ot/docs/StudentOutcomeswithGraduationRate.pdf?2022,https://healthcaredegreesearch.com/colleges/louisiana-state-university-health-sciences-center-new-orleans/rehabilitation-professions/occupational-therapy/,Louisiana State University Health New Orleans Master of Occupational Therapy Publication of Program Outcomes,,2022,valid,,98.0,105,,2023-2025,
385,University of Louisiana at Monroe,,Louisiana,MOT,,url_found,3,high,https://www.keiseruniversity.edu/wp-content/uploads/as-programs/AA-OTA-Outcomes.pdf,https://alliedhealth.lsuhsc.edu/ot/docs/StudentOutcomeswithGraduationRate.pdf?2022,University of Louisiana at Monroe Master of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page contains outcomes data for Keiser University's OTA (Occupational Therapy Assistant) program, not University of Louisiana at Monroe's Master of Occupational Therapy (MOT) program. OTA is an associate-level program and should be rejected per instructions.",,,,,
386,Husson University,,Maine,MOT,,url_found,3,high,https://www.husson.edu/college-of-health/school-of-occupational-therapy/ot-program-outcomes,https://catalog.husson.edu/collegeofhealth/graduate/occupationaltherapy/occupationaltherapy.pdf,Husson University Master of Occupational Therapy Publication of Program Outcomes,,,valid,,82.0,103,91.0,2024,
387,University of New England,,Maine,MOT,,url_found,3,medium,https://www.une.edu/wchp/ot/nbcot-pass-rates,https://www.une.edu/wchp/ot/learningoutcomes,University of New England MOT ACOTE outcomes data,,,valid,,93.0,120,95.0,2025-2023,
388,University of Southern Maine at Lewiston-Auburn College,,Maine,MOT,,url_found_low_confidence,3,low,https://usm.maine.edu/accreditation/wp-content/uploads/sites/535/2022/12/NECHE_NEASC-2018-Progress-Report-Final.pdf,https://usm.maine.edu/occupational-therapy/elotd-graduation-and-nbcot-pass-rates/,University of Southern Maine at Lewiston-Auburn College Master of Occupational Therapy program outcomes cohort graduation rate,,2022,rejected,"This is a general institutional accreditation progress report for the University of Southern Maine system as a whole. It does not contain specific outcomes data (graduation rate, NBCOT pass rate, cohort size, or employment rate) for the Master of Occupational Therapy program at Lewiston-Auburn College.",,,,,
390,Towson University,,Maryland,MOT,,url_found,3,high,https://catalog.towson.edu/graduate/degree-certificate-programs/health-professions/occupational-therapy-ms/occupational-therapy-ms.pdf,https://www.towson.edu/chp/departments/occutherapy/programs/gradoccutherapy/,Towson University Master of Occupational Therapy Publication of Program Outcomes,,,valid,,,,,,
389,Towson University,,Maryland,OTD,,url_found,3,high,https://www.keiseruniversity.edu/wp-content/uploads/as-programs/OTA-Outcomes.pdf,https://cnahs.howard.edu/sites/cnahs.howard.edu/files/2026-02/OTD%20Program%20Outcomes.pdf,Towson University Doctor of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page contains outcomes data for Keiser University's OTA (Occupational Therapy Assistant) program, not Towson University's Doctor of Occupational Therapy (OTD) program. OTA programs are associate-level programs and are explicitly excluded from this validation task.",,,,,
395,American International College,,Massachusetts,MOT,,url_found,3,medium,https://www.vagelos.columbia.edu/education/academic-programs/programs-occupational-therapy/master-science/program-outcomes,https://research.aota.org/ajot/article/78/Supplement%201/7810410100/26054/2023-Accreditation-Council-for-Occupational,American International College Master of Occupational Therapy Publication of Program Outcomes,,,rejected,"This page contains outcomes data for Columbia University's Master of Science in Occupational Therapy program, not American International College's Master of Occupational Therapy program. The school information does not match the specified institution.",,,,,
396,Bay Path University-East Longmeadow Campus,,Massachusetts,MOT,,url_found,3,high,https://www.baypath.edu/academics/graduate-programs/occupational-therapy-part-time-hybrid-mot/program-outcomes/,https://www.baypath.edu/academics/graduate-programs/occupational-therapy-m/learning-outcomes/,Bay Path University-East Longmeadow Campus Master of Occupational Therapy Publication of Program Outcomes,,,rejected,"Page contains student learning outcomes but does not include graduation rate, NBCOT pass rate, cohort size, or employment rate data",,,,,
391,"Boston University, College of Health & Rehabilitation Sciences (Sargent College)",,Massachusetts,OTD,,url_found,3,medium,https://www.misericordia.edu/occupational-therapy/ot-program-outcomes,https://www.bu.edu/sargent/academics/departments-programs/physical-therapy-department/doctor-of-physical-therapy/accreditation/,"Boston University, College of Health & Rehabilitation Sciences (Sargent College) Doctor of Occupational Therapy program outcomes cohort graduation rate",,,rejected,"This page belongs to Misericordia University, not Boston University. The URL and content clearly indicate outcomes data for Misericordia University's OT programs, not for Boston University's College of Health & Rehabilitation Sciences (Sargent College).",,,,,
392,MGH Institute of Health Professions,,Massachusetts,OTD,,url_found,3,medium,https://www.belmont.edu/academics/majors-programs/otd-occupational-therapy/program-outcomes.html,https://www.mghihp.edu/ihp-experience/clinical-experience/student-outcomes,MGH Institute of Health Professions Doctor of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page is for Belmont University's OTD program, not MGH Institute of Health Professions. The URL and content show this is from belmont.edu, not the requested school.",,,,,
397,Regis College,,Massachusetts,MOT,,url_found,3,high,https://www.regiscollege.edu/sites/default/files/regis-college-2023-self-study-final.pdf,https://www.regis.edu/academics/student-success/career-professional-development/graduate-outcomes,Regis College Master of Occupational Therapy program outcomes cohort graduation rate,,2023,rejected,"This is a table of contents and institutional characteristics page from a self-study report. It does not contain specific outcomes data (graduation rate, NBCOT pass rate, cohort size, or employment rate) for the Master of Occupational Therapy program. While the MOT program is listed as accredited by COTE, the actual outcomes metrics are not presented on this page.",,,,,
398,Salem State University,,Massachusetts,MOT,,url_found,3,high,https://www.salemstate.edu/academics/maguire-meservey-college-health-and-human-services/occupational-therapy/accreditation-and-assessment/graduate-performance-results,https://www.salemstate.edu/pdf/msw-assessment-student-learning-outcomes-2018-19,Salem State University Master of Occupational Therapy Publication of Program Outcomes,,,valid,,100.0,25,,2014-2016,
399,Springfield College,,Massachusetts,MOT,,url_found,3,high,https://springfield.edu/graduate-programs/occupational-therapy/program-outcomes,https://springfield.edu/academics/learning-outcomes/health-science-occupational-therapy,Springfield College Master of Occupational Therapy Publication of Program Outcomes,,,valid,,93.0,84,,2023-2025,99.5
393,Tufts University,,Massachusetts,OTD,,url_found,3,high,https://as.tufts.edu/occupationaltherapy/about/accreditation-and-certification,https://asegrad.tufts.edu/program/occupational-therapy-entry-level-occupational-therapy-doctorate-doctorate,Tufts University Doctor of Occupational Therapy Publication of Program Outcomes,,,valid,,100.0,29,,2025,
394,Western New England University,,Massachusetts,OTD,,url_found,3,medium,https://ws.edu/_resources/pdfs/academics/health-programs/occupational/2025/OTA-Program-Outcomes-Spring-2025.pdf,https://wne.edu/pharmacy-and-health-sciences/departments/occupational-therapy/doc/OTD-Student-Handbook-Supplement.pdf,Western New England University Doctor of Occupational Therapy Publication of Program Outcomes,,2025,rejected,"This page contains outcomes data for the OTA (Occupational Therapy Assistant) program at WSCC, not the Doctor of Occupational Therapy (OTD) graduate program at Western New England University. The document explicitly states 'WSCC OTA Program Outcomes' and OTA is an associate-level program, not a graduate-level program.",,,,,
400,Worcester State University,,Massachusetts,MOT,,url_found,3,high,https://catalog.worcester.edu/undergraduate/general-information/institutional-learning-outcomes/,https://catalog.worcester.edu/graduate/programs/master-occupational-therapy/master-occupational-therapy.pdf,Worcester State University Master of Occupational Therapy Publication of Program Outcomes,,,rejected,"Page contains institutional learning outcomes for general Worcester State University students, not program-specific outcomes data. Does not contain graduation rate, NBCOT pass rate, cohort size, or employment rate for the Master of Occupational Therapy program.",,,,,
403,Baker College Center for Graduate Studies,,Michigan,MOT,,url_found,3,high,https://www.baker.edu/academics/graduate-studies/college-of-health-science/school-of-occupational-therapy/occupational-therapy/outcomes/,https://www.usi.edu/health/occupational-therapy/master-of-science-in-occupational-therapy/msot-student-and-program-outcomes,Baker College Center for Graduate Studies Master of Occupational Therapy Publication of Program Outcomes,,,rejected,"The page contains program learning outcomes (PLOs) and program descriptions, but does not contain the specific outcomes data requested: graduation rate, NBCOT pass rate, cohort size, or employment rate. The page appears to be incomplete, as it shows section headers like 'Program Performance' and 'Definitions' but the actual data tables or statistics are not included in the provided content.",,,,,
404,Davenport University,,Michigan,MOT,,url_found,3,high,https://www.davenport.edu/career-outcomes,https://www.davenport.edu/sites/default/files/2026-01/CoHP%20Graduate%20Handbook%202025-2026%20FINAL%20%283%29.pdf,Davenport University Master of Occupational Therapy Publication of Program Outcomes,,,rejected,"This page contains general career outcomes data for all Davenport University graduates, not specifically for the Master of Occupational Therapy (MOT) program. No program-specific graduation rate, NBCOT pass rate, cohort size, or employment rate data is provided.",,,,,
405,Eastern Michigan University,,Michigan,MOT,,url_found,3,medium,https://blog.kiratalent.com/how-eastern-michigan-university-is-attracting-new-audiences-to-their-ot-program/,https://www.idp.com/universities-and-colleges/eastern-michigan-university/master-of-occupational-therapy/PRG-US-00182617/,Eastern Michigan University MOT ACOTE outcomes data,,,rejected,"This page is a case study about EMU's admissions process using Kira Talent software, not a page containing outcomes data. While it mentions that EMU's OT program has 'averaging over 99% across the past five years' for NBCOT pass rates, it does not provide graduation rate, cohort size, employment rate, or specific data year information needed for outcomes extraction. The page focuses on admissions methodology rather than program outcomes data.",,,,,
406,Grand Valley State University,,Michigan,MOT,,url_found,3,medium,https://rocky.edu/academics/academic-programs/occupational-therapy/program-outcomes/,https://www.gvsu.edu/cms4/asset/8E60AE8A-DD89-F38B-68F611A92AA5D47A/msot_program_flyer_-_mrking_copy.pdf,Grand Valley State University Master of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page is for Rocky Mountain College (RMC), not Grand Valley State University. The school in the page content does not match the specified school (Grand Valley State University).",,,,,
407,Saginaw Valley State University,,Michigan,MOT,,url_found,3,medium,https://ws.edu/_resources/pdfs/academics/health-programs/occupational/2025/OTA-Program-Outcomes-Spring-2025.pdf,https://www.collegeraptor.com/colleges/academics/Saginaw-Valley-State-University-MI--172051,Saginaw Valley State University Master of Occupational Therapy program outcomes cohort graduation rate,,2025,rejected,"This page contains outcomes data for an OTA (Occupational Therapy Assistant) program, not a Master of Occupational Therapy (MOT) graduate program. The document explicitly states 'WSCC OTA Program Outcomes' and references an OTA program, which is an associate-level program, not the graduate-level MOT program requested.",,,,,
401,"University of Michigan, Flint",,Michigan,OTD,,url_found,3,high,https://www.umflint.edu/graduateprograms/pa-program-data/goals-and-outcomes/,https://www.umflint.edu/graduateprograms/occupational-therapy-otd/,"University of Michigan, Flint Doctor of Occupational Therapy Publication of Program Outcomes",,,fetch_failed,http_403,,,,,
408,Wayne State University,,Michigan,MOT,,url_found,3,high,https://cphs.wayne.edu/occupational-therapy/admissions/master_of_occupational_therapy._revised_.pdf,https://applebaum.wayne.edu/occupational-therapy/pdf/ot_annual_report_2019.pdf,Wayne State University Master of Occupational Therapy Publication of Program Outcomes,,,fetch_failed,pdf,,,,,
402,Western Michigan University,,Michigan,OTD,,url_found,3,medium,http://ws.edu/_resources/pdfs/academics/health-programs/occupational/2023/OTA-Program-Outcomes-Spring-2023.pdf,https://wmich.edu/effectiveness/outcomes,Western Michigan University Doctor of Occupational Therapy program outcomes cohort graduation rate,,2023,fetch_failed,error_PdfminerException,,,,,
412,College of St. Scholastica,,Minnesota,MOT,,url_found,3,medium,https://www.keiseruniversity.edu/wp-content/uploads/grad-programs/MSOT-Program-Outcomes.pdf,https://www.collegefactual.com/majors/health-care-professions/rehab-and-therapeutic-professions/occupational-therapy-therapist/rankings/best-value-avg-aid/masters-degrees/the-plains-states/,College of St. Scholastica Master of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page contains outcomes data for Keiser University's MSOT Bridge program, not College of St. Scholastica's Master of Occupational Therapy program. The URL and content are from a different institution than the one specified.",,,,,
413,St. Catherine University,,Minnesota,MOT,,url_found,3,high,https://www.keiseruniversity.edu/wp-content/uploads/as-programs/AA-OTA-Outcomes.pdf,https://www.stkate.edu/accreditation/program-accreditation/occupational-therapy-assistant-ac,St. Catherine University Master of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page contains outcomes data for Keiser University's OTA (Occupational Therapy Assistant) program, not St. Catherine University's Master of Occupational Therapy (MOT) graduate program. OTA is an associate-level program, which does not match the requested graduate-level program.",,,,,
410,St. Catherine University,,Minnesota,OTD,,url_found,3,high,https://www.keiseruniversity.edu/wp-content/uploads/as-programs/AA-OTA-Outcomes.pdf,https://www.lewisu.edu/academics/msoccuptherapy/outcomes.htm,St. Catherine University Doctor of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page contains outcomes data for Keiser University's OTA (Occupational Therapy Assistant) program, not St. Catherine University's Doctor of Occupational Therapy (OTD) program. OTA is an associate-level program and should be rejected per the validation criteria.",,,,,
411,University of Minnesota,,Minnesota,OTD,,url_found,3,medium,https://www.shrs.pitt.edu/academics/ot/otd/outcomes/,https://www.lewisu.edu/academics/msoccuptherapy/outcomes.htm,University of Minnesota Doctor of Occupational Therapy program outcomes cohort graduation rate,,,rejected,"This page contains outcomes data for University of Pittsburgh's OTD program, not University of Minnesota's OTD program. The URL and content clearly indicate this is Pitt SHRS, not the requested school.",,,,,
415,University of Mississippi Medical Center,,Mississippi,MOT,,url_found,3,medium,https://umc.edu/shrp/Programs/Master%20Programs/Master-of-Occupational-Therapy/Accreditation-and-Program-Outcomes.html,https://umc.edu/shrp/Occupational%20Therapy/About%20the%20Program/Accreditation.html,University of Mississippi Medical Center Master of Occupational Therapy Publication of Program Outcomes,,,valid,,90.7,119,,2016-2018,
414,University of Mississippi Medical Center,,Mississippi,OTD,,url_found,3,medium,https://umc.edu/shrp/Programs/Master%20Programs/Master-of-Occupational-Therapy/Accreditation-and-Program-Outcomes.html,https://umc.edu/shrp/Occupational%20Therapy/About%20the%20Program/Accreditation.html,University of Mississippi Medical Center OTD ACOTE outcomes data,,,rejected,"Page contains data for Master of Occupational Therapy program, not Doctor of Occupational Therapy (OTD) program as specified. The program listed is a Master's degree program, not a doctoral program.",,,,,
419,Cox College,,Missouri,MOT,,url_found,3,medium,https://www.lewisu.edu/academics/msoccuptherapy/outcomes.htm,https://coxcollege.edu/college-programs/msot-old/msot-accreditation/,Cox College Master of Occupational Therapy program outcomes cohort graduation rate,,,fetch_failed,error_ConnectionError,,,,,
420,Maryville University,,Missouri,MOT,,url_found,3,high,https://www.maryville.edu/hp/program-outcomes/,https://www.maryville.edu/hp/wp-content/uploads/sites/12/2018/06/Occupational-Therapy-Curriculum-Planning-Sheet-June-18.pdf,Maryville University Master of Occupational Therapy Publication of Program Outcomes,,,rejected,"Page contains nursing program outcomes, not occupational therapy program outcomes. The content describes nursing practice competencies rather than occupational therapy graduate program outcomes.",,,,,
